,latitude,longitude
584,37.3484717,126.9739992
585,37.4884444,126.8311553
586,37.488093,126.8594179
587,37.45834,127.056502
588,37.6825754,126.8982457
589,37.5864583,127.0418136
590,37.6238637,126.8828046
591,37.5757228,126.9982146
592,37.4110465,126.9806814
593,37.4612183,126.9257024
594,37.6244988,127.0321493
595,37.5952801,126.8922332
596,37.5944816,126.9485511
597,37.5143904,127.0623659
598,37.6119997,126.9112635
599,37.6183891,126.9172043
600,37.551912,126.9279949
601,37.68022,127.0495741
602,37.5384588,126.8830835
603,37.6340576,126.9245506
604,37.5532043,126.8496141
605,37.6402654,127.0691146
606,37.5827184,126.9239381
607,37.4955312,126.9145761
608,37.7296179,126.7408382
609,37.51715,127.10066
610,37.5609548,127.0875676
611,37.5602354,126.9391115
612,37.5125769,127.100831
613,37.549038,126.8680475
614,37.6968167,126.7668603
615,37.460804,126.8942481
616,37.6212263,126.9276959
617,37.5380509,127.0522588
618,37.540076,127.054739
619,37.6139156,127.0457897
620,37.621467,127.0691617
621,37.7445415,126.8736572
622,37.5253616,126.888207
623,37.4816125,126.8973623
624,37.6452366,126.7923004
625,37.6196972,127.0111164
626,37.5890715,126.9972902
627,37.5373368,126.8502333
628,37.4992706,126.9107297
629,37.6120682,127.0040415
630,37.4760734,126.9248318
631,37.5110275,126.8334619
632,37.5836809,126.9096814
633,37.4402336,127.1466486
634,37.5399537,127.0509024
635,37.601989,126.9571553
636,37.4934472,126.8570002
637,37.4925603,127.0841549
638,37.6634309,127.0122904
639,37.6338294,127.0149765
640,37.6010778,127.1019979
641,37.5064627,126.9612695
642,37.4889175,126.8395881
643,37.4849571,126.895851
644,37.6337304,127.0139839
645,37.52134,126.8388739
646,37.5516704,126.9692219
647,37.5134704,127.0069649
648,37.571753,127.044292
649,37.532765,127.122057
650,37.5010563,127.0599174
651,37.505143,127.050205
652,37.5464722,127.0490123
653,37.8206326,126.8482708
654,37.7236523,127.0480378
655,37.6743422,127.0595713
656,37.5691422,126.9285896
657,37.436043,126.8855408
658,37.510888,126.9100169
659,37.6642292,127.066634
660,37.6453057,127.0480754
661,37.4705095,126.8936133
662,37.557577,127.1444727
663,37.3449371,127.1162952
664,37.4918244,127.0138183
665,37.4864146,126.9357111
666,37.5466954,127.0752457
667,37.4490958,127.0548947
668,37.579005,126.9004947
669,37.55951,127.0503
670,37.5685792,126.987613
671,37.5703393,126.9850714
672,37.4986899,126.9517743
673,37.5082726,126.9262406
674,37.5695666,127.0757906
675,37.5218824,126.8463249
676,37.754797,127.1164501
677,37.5093088,126.9106002
678,37.5890695,127.0222769
679,37.6274475,127.0099313
680,37.6477959,126.8744505
681,37.6731346,126.8061795
682,37.5757446,126.9714842
683,37.5110727,126.9513637
684,37.484782,127.0656239
685,37.4890836,127.1317926
686,37.5623584,126.9765742
687,37.5466952,126.8713325
688,37.5954812,127.0597677
689,37.5995534,127.0793873
690,37.5729874,127.1765431
691,37.5793304,126.8872133
692,37.3612631,126.9234137
693,37.4614122,127.0833193
694,37.5926993,127.0526584
695,37.545651,127.0857469
696,37.5526279,126.8505841
697,37.6484182,127.0595109
698,37.519754,127.0565441
699,37.457607,126.8882725
700,37.5774643,126.9221478
701,37.5872532,126.9998516
702,37.472409,127.0415088
703,37.5073907,126.8614268
704,37.5476342,127.1334687
705,37.6092775,127.0328337
706,37.6699284,127.046154
707,37.6008891,126.9489371
708,37.4892071,126.8757691
709,37.4788621,127.0382039
710,37.5387045,127.0556995
711,37.4884889,127.0661225
712,37.5991744,127.0063862
713,37.4790015,126.9297926
714,37.4636259,126.8274814
715,37.5212192,126.9614644
716,37.5349253,126.8994545
717,37.5117299,126.9164648
718,37.5986607,127.0925959
719,37.5150765,126.8549125
720,37.6473689,127.0701921
721,37.5755552,127.0484716
722,37.5306302,127.1376566
723,37.5075256,127.0398643
724,37.7030456,126.7592272
725,37.5622453,126.9022262
726,37.5663239,126.8340419
727,37.3422315,126.9383385
728,37.4763709,126.9773008
729,37.486653,127.033097
730,37.6574362,127.0181088
731,37.4673857,127.0279736
732,37.556613,126.9445938
733,37.5982228,127.071882
734,37.5408867,127.0132276
735,37.558627,126.8392815
736,37.540528,127.05257
737,37.5026297,126.9951871
738,37.6223396,126.9003217
739,37.5723101,127.0733628
740,37.6523563,126.7774569
741,37.5679159,127.0860566
742,37.6318694,127.0363141
743,37.5679653,126.8193616
744,37.6030769,127.0775982
745,37.5913019,127.0134834
746,37.5027164,126.8493637
747,37.579835,127.0224862
748,37.4819347,126.8448667
749,37.532764,126.9585777
750,37.5785074,126.8816815
751,37.6292133,127.0130019
752,37.5464728,126.8715162
753,37.4864646,127.0683416
754,37.6059584,126.9180755
755,37.4669273,126.9577616
756,37.5786342,127.0863248
757,37.719631,126.9747761
758,37.5235533,126.8756307
759,37.5862688,126.9357069
760,37.5014758,127.0221683
761,37.6509462,127.0298771
762,37.5331664,126.9016181
763,37.5635738,127.0033399
764,37.4832582,126.9073837
765,37.5649023,126.9018904
766,37.4934389,126.8340799
767,37.6298588,127.0177651
768,37.5359845,126.9741608
769,37.4617159,126.9273354
770,37.5525939,126.9069935
771,37.565579,126.966565
772,37.4759864,126.8529738
773,37.5743837,126.9911314
774,37.562695,127.0873093
775,37.6091289,127.0461798
776,37.5650528,127.0072096
777,37.6434108,126.923136
778,37.618049,126.906434
779,37.4977331,126.9218266
780,37.4986599,126.9395008
781,37.6894578,126.7630759
782,37.6056777,127.0978702
783,37.618708,127.0090035
784,37.3569542,126.9471131
785,37.653756,127.0783261
786,37.5485031,127.0155079
787,37.5431786,126.8426281
788,37.6389853,127.1217143
789,37.4746336,126.9908068
790,37.6135233,127.0062481
791,37.5342683,126.896226
792,37.547575,127.046846
793,37.5618426,127.0378535
794,37.5589275,126.8542038
795,37.4486082,126.9941229
796,37.5548422,127.0267759
797,37.5512824,126.9314899
798,37.6488174,127.0347686
799,37.6931595,126.9657076
800,37.6061799,126.9336861
801,37.523024,126.8461879
802,37.5830921,126.9869652
803,37.6690677,127.0299513
804,37.4346862,127.138215
805,37.5630899,127.0828471
806,37.5455098,126.9171164
807,37.482682,126.865728
808,37.5723023,127.0134512
809,37.5136829,126.7754134
810,37.6026886,126.9267545
811,37.5118706,127.0833904
812,37.5424449,126.9507441
813,37.4862992,126.8386352
814,37.5210121,126.8535197
815,37.5819586,126.8722173
816,37.4698733,126.9329498
817,37.6445081,127.0669303
818,37.6315447,127.0370685
819,37.5726943,127.0142453
820,37.5817417,126.9249694
821,37.6201498,127.0161949
822,37.5425979,126.8396791
823,37.5500035,127.1075883
824,37.4784984,127.1265368
825,37.6651579,127.0366488
826,37.5585823,127.0409668
827,37.5205247,127.1338686
828,37.5207461,126.9965437
829,37.4902625,127.033598
830,37.6248327,127.0304263
831,37.6388225,127.0283154
832,37.4319275,126.8470095
833,37.5936545,126.9346802
834,37.4939967,126.9007387
835,37.5084979,126.9445445
836,37.6145006,126.9180072
837,37.6806509,126.761547
838,37.518014,126.7829384
839,37.557879,126.9182029
840,37.5362374,126.9629911
841,37.6101676,127.0300443
842,37.5068731,126.9480737
843,37.5585545,127.0187298
844,37.4880209,127.0320161
845,37.5033865,127.2311149
846,37.5365394,126.8517784
847,37.564502,126.9825866
848,37.7166667,127.0474345
849,37.6007076,127.133683
850,37.5509869,127.1714947
851,37.4126805,127.1290254
852,37.4507504,126.9065092
853,37.5841492,127.0694623
854,37.568821,126.8250401
855,37.4695334,126.9578935
856,37.5031684,126.9646113
857,37.558236,127.0393302
858,37.5377446,127.1261772
859,37.5946921,126.9406677
860,37.5399531,127.1240057
861,37.5327089,127.122264
862,37.4967741,126.882384
863,37.4840644,126.9721558
864,37.6137483,126.9083379
865,37.5601213,126.8214569
866,37.4953703,126.8408783
867,37.6221991,127.0326717
868,37.5711733,126.9615632
869,37.4705186,126.8937184
870,37.4359758,126.8905435
871,37.360144,126.9367321
872,37.4586689,127.0415282
873,37.5983128,127.0571505
874,37.6148983,127.0588113
875,37.3886725,127.1243586
876,37.3736899,127.1197917
877,37.4762777,126.986388
878,37.5103997,126.8899098
879,37.5756922,127.0887419
880,37.5165777,126.7798318
881,37.562885,126.982008
882,37.4466153,127.1043607
883,37.5679216,126.9625724
884,37.5669558,126.8265562
885,37.537192,127.05527
886,37.6041369,127.0146749
887,37.5564894,126.9407252
888,37.5305883,126.8378277
889,37.501827,126.882557
890,37.6301893,127.0985753
891,37.5465176,127.0632453
892,37.4701992,126.892317
893,37.5452943,127.0659848
894,37.5047508,127.0767026
895,37.5321922,127.0846079
896,37.5339127,127.0084445
897,37.5183149,126.9010071
898,37.4096756,127.1265981
899,37.4921183,126.9566324
900,37.5469045,126.8215963
901,37.6537446,126.9390034
902,37.5493147,126.8755585
903,37.4673263,127.1441054
904,37.4962262,126.998273
905,37.5456864,126.929497
906,37.5803332,126.8865178
907,37.6069849,127.0992197
908,37.5506285,126.8520877
909,37.6272372,127.0503127
910,37.6541429,126.8372805
911,37.5735106,127.0669165
912,37.478215,127.121195
913,37.6613714,127.0706292
914,37.6030027,127.0428338
915,37.5742938,126.8369597
916,37.4595992,127.0795771
917,37.6717178,127.0509549
918,37.6133377,126.9064105
919,37.5459043,127.0735881
920,37.5064552,126.8364778
921,37.6381887,127.1187762
922,37.4793964,126.9456413
923,37.5560578,127.1608318
924,37.6216182,127.0694507
925,37.5532912,126.8363717
926,37.5131858,126.8832044
927,37.6152742,127.0669732
928,37.6040931,127.0450996
929,37.4886858,127.0653367
930,37.5104504,127.0619369
931,37.4483281,126.9115228
932,37.4809326,126.8497616
933,37.4406299,127.1273463
934,37.5642456,127.0292414
935,37.4786416,126.9890955
936,37.5479259,127.0252558
937,37.5421084,127.0714727
938,37.5839979,127.0940498
939,37.5904336,127.0102797
940,37.5006709,126.8827624
941,37.5076667,127.1279342
942,37.500826,126.8984473
943,37.581897,126.9207915
944,37.5703739,126.994195
945,37.5057382,127.0037925
946,37.5756124,126.9005263
947,37.5038731,127.1138832
948,37.5442945,126.953997
949,37.6249713,127.0180743
950,37.623368,127.013138
951,37.4030954,126.9756565
952,37.6337353,127.0590505
953,37.5327075,126.8920914
954,37.5741762,127.0532771
955,37.5018655,127.0665041
956,37.6105725,127.0353228
957,37.6883419,126.9005422
958,37.591891,127.0799782
959,37.5091906,126.9204516
960,37.6021686,127.010935
961,37.5600805,126.9029286
962,37.5809345,126.9359685
963,37.5424451,127.205291
964,37.5394081,126.9439921
965,37.5827046,126.9126208
966,37.4980404,126.9080395
967,37.6092676,126.9200382
968,37.4842895,126.8224245
969,37.6231879,127.0613442
970,37.4929546,126.8250914
971,37.4651496,126.9197341
972,37.5528512,127.031315
973,37.5825625,127.0112286
974,37.4750109,127.1049627
975,37.5512446,126.9907563
976,37.4927865,127.1290985
977,37.4008543,126.9475994
978,37.6928175,126.7453752
979,37.5761834,126.9713244
980,37.580556,126.9280443
981,37.6789379,127.0423843
982,37.59388,127.092532
983,37.5537403,127.0370729
984,37.503344,126.9100531
985,37.5098556,127.1127256
986,37.6084619,126.9282417
987,37.578139,127.0376239
988,37.5336144,127.0891356
989,37.5367073,127.0006042
990,37.4834467,126.9965319
991,37.5430732,126.9531626
992,37.4462398,126.8925785
993,37.4851233,127.0178189
994,37.4597029,127.0335591
995,37.5993137,126.9370547
996,37.5279294,127.0392574
997,37.5652797,126.9659992
998,37.5427812,127.062548
999,37.553426,127.0732401
1000,37.6015404,126.9208222
1001,37.6164189,127.089649
1002,37.4623022,126.9041539
1003,37.5912827,127.0331735
1004,37.5340439,126.8383894
1005,37.5779976,126.9323548
1006,37.5892197,127.0973979
1007,37.6408936,127.0223875
1008,37.7336455,127.0802178
1009,37.5488791,127.0260631
1010,37.5157798,126.891394
1011,37.5246388,126.8917297
1012,37.5617697,126.9320446
1013,37.5982589,127.0060453
1014,37.4789085,126.8838717
