sub_dist
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
0.84
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
1.47
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.77
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
0.37
