,apt,road,new_apt,new_road,latitude,longitude,company,home_cnt,home_size,room_cnt,bath_cnt
396,학여울청구118동(356),덕릉로118길 27,None,None,0,0,None,0,0,0,0
397,리안빌딩,월계로55길 16,None,None,0,0,None,0,0,0,0
398,스톤하우스,노원로 331,스톤하우스(도시형),남부순환로 2009,37.476177,126.971858,(주)삼원디엔씨,63,28.77,2,1
399,스톤하우스,노원로 331,스톤하우스(도시형),남부순환로 2009,37.476177,126.971858,(주)삼원디엔씨,63,31.72,2,1
400,스톤하우스,노원로 331,스톤하우스(도시형),남부순환로 2009,37.476177,126.971858,(주)삼원디엔씨,63,36.99,2,1
401,대흥태영(660-0),도봉로 441,None,None,0,0,None,0,0,0,0
402,진흥하임시티,왕산로19가길 16,None,None,0,0,None,0,0,0,0
403,신공덕삼성(157-0),남부순환로 2009,None,None,0,0,None,0,0,0,0
404,교수(A),만리재옛길 101,None,None,0,0,None,0,0,0,0
405,송도그린빌C동,독막로 266,None,None,0,0,None,0,0,0,0
406,인왕산현대(460-1),성미산로 21,None,None,0,0,None,0,0,0,0
407,그랜드빌(100-8),백범로37길 6,None,None,0,0,None,0,0,0,0
408,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,86.02,3,2
409,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,111.68,3,2
410,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,122.61,3,2
411,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,145.72,4,2
412,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,150.67,4,2
413,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,154.66,4,2
414,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,162.64,4,2
415,노블하우스2,모래내로17길 71-12,노블하우스2,서래로3길 20,37.497159,126.99717,-,12,164.14,4,2
416,다온빌,모래내로24길 58,다온빌(도시형),유엔평화로9번길 41,35.134363,129.09429,티앤비종합건설(주),8,55.84,3,1
417,다온빌,모래내로24길 58,다온빌(도시형),유엔평화로9번길 41,35.134363,129.09429,티앤비종합건설(주),8,57.15,3,1
418,정석빌라,통일로34길 46,None,None,0,0,None,0,0,0,0
419,618,행당로6길 2,"고양삼송우미라피아노(618,도시형)",오금1로 83,37.659314,126.90211,우미건설(주),60,84.99,3,3
420,618,행당로6길 2,"고양삼송우미라피아노(618,도시형)",오금1로 83,37.659314,126.90211,우미건설(주),60,84.99,3,3
421,883,송파대로 111,None,None,0,0,None,0,0,0,0
422,895,백제고분로33길 29-5,None,None,0,0,None,0,0,0,0
423,티오피클래식,목동중앙북로7가길 42,티오피클래식,목동중앙북로7가길 42,37.549638,126.86541,(주)효산주택개발,20,21.96,1,1
